rank_a,rank_b,feature_a,feature_b,sign_a,sign_b,single_a_margin,single_b_margin,critical12_margin,additive_prediction,pair_margin,interaction,passes,condition,description_a,description_b,url_a,url_b
3,19,13060,9024,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank003_rank019,references to notable relationships or marriages,phrases that express desire or intention regarding collaboration and communication,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9024
3,21,13060,11545,recipient_higher,recipient_higher,0.0,0.0,0.0,0.0,-0.015625,-0.015625,False,bundle_patch_critical12_plus_rank003_rank021,references to notable relationships or marriages,references to credit reports and their related processes,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/11545
3,22,13060,9149,recipient_higher,recipient_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank003_rank022,references to notable relationships or marriages,key phrases related to established organizations and their foundations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9149
3,23,13060,7531,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank003_rank023,references to notable relationships or marriages,"sections of code, specifically highlighting variable declarations and control structures in programming",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/7531
3,26,13060,5990,recipient_higher,recipient_higher,0.0,-0.015625,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank003_rank026,references to notable relationships or marriages,"references to migration or transitions, particularly in a technological or procedural context",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/5990
3,29,13060,321,recipient_higher,donor_higher,0.0,-0.03125,0.0,-0.03125,0.0,0.03125,False,bundle_patch_critical12_plus_rank003_rank029,references to notable relationships or marriages,phrases and connections related to reasoning and justification,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/321
3,30,13060,12313,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank003_rank030,references to notable relationships or marriages,names of individuals and geographical locations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/12313
3,31,13060,1813,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank003_rank031,references to notable relationships or marriages,expressive statements of excitement and emotion,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/1813
3,32,13060,1100,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank003_rank032,references to notable relationships or marriages,references to changes in technology and its implications,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13060,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/1100
4,5,6169,13882,donor_higher,recipient_higher,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,False,bundle_patch_critical12_plus_rank004_rank005,"references to medical conditions and treatments, particularly relating to pregnancy",numeric values and their contextual references in various documents,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882
4,6,6169,9407,donor_higher,recipient_higher,-0.03125,-0.015625,0.0,-0.046875,-0.046875,0.0,False,bundle_patch_critical12_plus_rank004_rank006,"references to medical conditions and treatments, particularly relating to pregnancy",phrases related to self-reflection and personal growth,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407
4,8,6169,5355,donor_higher,recipient_higher,-0.03125,0.0,0.0,-0.03125,-0.046875,-0.015625,False,bundle_patch_critical12_plus_rank004_rank008,"references to medical conditions and treatments, particularly relating to pregnancy",references to automotive manufacturing and production specifics,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/5355
4,10,6169,8754,donor_higher,donor_higher,-0.03125,-0.015625,0.0,-0.046875,-0.03125,0.015625,False,bundle_patch_critical12_plus_rank004_rank010,"references to medical conditions and treatments, particularly relating to pregnancy","information about specific individuals, particularly athletes and their backgrounds",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/8754
4,11,6169,3850,donor_higher,donor_higher,-0.03125,0.0,0.0,-0.03125,-0.046875,-0.015625,False,bundle_patch_critical12_plus_rank004_rank011,"references to medical conditions and treatments, particularly relating to pregnancy",instances of textual analysis and commentary about people and groups in political or social contexts,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/3850
4,12,6169,13854,donor_higher,donor_higher,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,False,bundle_patch_critical12_plus_rank004_rank012,"references to medical conditions and treatments, particularly relating to pregnancy",phrases emphasizing caution and the need for careful interpretation in medical research,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13854
4,13,6169,7965,donor_higher,donor_higher,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,False,bundle_patch_critical12_plus_rank004_rank013,"references to medical conditions and treatments, particularly relating to pregnancy",programming structures and function definitions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/7965
4,15,6169,11414,donor_higher,recipient_higher,-0.03125,-0.015625,0.0,-0.046875,-0.03125,0.015625,False,bundle_patch_critical12_plus_rank004_rank015,"references to medical conditions and treatments, particularly relating to pregnancy",phrases that indicate opinions or assertions about the subject matter,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/11414
4,17,6169,12002,donor_higher,donor_higher,-0.03125,-0.015625,0.0,-0.046875,-0.03125,0.015625,False,bundle_patch_critical12_plus_rank004_rank017,"references to medical conditions and treatments, particularly relating to pregnancy",financial terms and values associated with stock performance,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/12002
4,18,6169,9001,donor_higher,donor_higher,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,False,bundle_patch_critical12_plus_rank004_rank018,"references to medical conditions and treatments, particularly relating to pregnancy",specific characters and their representations in names and titles,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9001
4,19,6169,9024,donor_higher,donor_higher,-0.03125,-0.015625,0.0,-0.046875,-0.046875,0.0,False,bundle_patch_critical12_plus_rank004_rank019,"references to medical conditions and treatments, particularly relating to pregnancy",phrases that express desire or intention regarding collaboration and communication,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9024
4,21,6169,11545,donor_higher,recipient_higher,-0.03125,0.0,0.0,-0.03125,-0.0625,-0.03125,False,bundle_patch_critical12_plus_rank004_rank021,"references to medical conditions and treatments, particularly relating to pregnancy",references to credit reports and their related processes,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/11545
4,22,6169,9149,donor_higher,recipient_higher,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,False,bundle_patch_critical12_plus_rank004_rank022,"references to medical conditions and treatments, particularly relating to pregnancy",key phrases related to established organizations and their foundations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9149
4,23,6169,7531,donor_higher,donor_higher,-0.03125,-0.015625,0.0,-0.046875,-0.015625,0.03125,False,bundle_patch_critical12_plus_rank004_rank023,"references to medical conditions and treatments, particularly relating to pregnancy","sections of code, specifically highlighting variable declarations and control structures in programming",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/7531
4,26,6169,5990,donor_higher,recipient_higher,-0.03125,-0.015625,0.0,-0.046875,-0.03125,0.015625,False,bundle_patch_critical12_plus_rank004_rank026,"references to medical conditions and treatments, particularly relating to pregnancy","references to migration or transitions, particularly in a technological or procedural context",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/5990
4,29,6169,321,donor_higher,donor_higher,-0.03125,-0.03125,0.0,-0.0625,-0.03125,0.03125,False,bundle_patch_critical12_plus_rank004_rank029,"references to medical conditions and treatments, particularly relating to pregnancy",phrases and connections related to reasoning and justification,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/321
4,30,6169,12313,donor_higher,donor_higher,-0.03125,-0.015625,0.0,-0.046875,-0.03125,0.015625,False,bundle_patch_critical12_plus_rank004_rank030,"references to medical conditions and treatments, particularly relating to pregnancy",names of individuals and geographical locations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/12313
4,31,6169,1813,donor_higher,donor_higher,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,False,bundle_patch_critical12_plus_rank004_rank031,"references to medical conditions and treatments, particularly relating to pregnancy",expressive statements of excitement and emotion,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/1813
4,32,6169,1100,donor_higher,donor_higher,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,False,bundle_patch_critical12_plus_rank004_rank032,"references to medical conditions and treatments, particularly relating to pregnancy",references to changes in technology and its implications,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/6169,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/1100
5,6,13882,9407,recipient_higher,recipient_higher,0.0,-0.015625,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank005_rank006,numeric values and their contextual references in various documents,phrases related to self-reflection and personal growth,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407
5,8,13882,5355,recipient_higher,recipient_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank008,numeric values and their contextual references in various documents,references to automotive manufacturing and production specifics,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/5355
5,10,13882,8754,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank005_rank010,numeric values and their contextual references in various documents,"information about specific individuals, particularly athletes and their backgrounds",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/8754
5,11,13882,3850,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank011,numeric values and their contextual references in various documents,instances of textual analysis and commentary about people and groups in political or social contexts,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/3850
5,12,13882,13854,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank012,numeric values and their contextual references in various documents,phrases emphasizing caution and the need for careful interpretation in medical research,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13854
5,13,13882,7965,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank013,numeric values and their contextual references in various documents,programming structures and function definitions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/7965
5,15,13882,11414,recipient_higher,recipient_higher,0.0,-0.015625,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank005_rank015,numeric values and their contextual references in various documents,phrases that indicate opinions or assertions about the subject matter,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/11414
5,17,13882,12002,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank005_rank017,numeric values and their contextual references in various documents,financial terms and values associated with stock performance,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/12002
5,18,13882,9001,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank018,numeric values and their contextual references in various documents,specific characters and their representations in names and titles,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9001
5,19,13882,9024,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank005_rank019,numeric values and their contextual references in various documents,phrases that express desire or intention regarding collaboration and communication,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9024
5,21,13882,11545,recipient_higher,recipient_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank021,numeric values and their contextual references in various documents,references to credit reports and their related processes,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/11545
5,22,13882,9149,recipient_higher,recipient_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank022,numeric values and their contextual references in various documents,key phrases related to established organizations and their foundations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9149
5,23,13882,7531,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank005_rank023,numeric values and their contextual references in various documents,"sections of code, specifically highlighting variable declarations and control structures in programming",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/7531
5,26,13882,5990,recipient_higher,recipient_higher,0.0,-0.015625,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank005_rank026,numeric values and their contextual references in various documents,"references to migration or transitions, particularly in a technological or procedural context",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/5990
5,29,13882,321,recipient_higher,donor_higher,0.0,-0.03125,0.0,-0.03125,-0.015625,0.015625,False,bundle_patch_critical12_plus_rank005_rank029,numeric values and their contextual references in various documents,phrases and connections related to reasoning and justification,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/321
5,30,13882,12313,recipient_higher,donor_higher,0.0,-0.015625,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank005_rank030,numeric values and their contextual references in various documents,names of individuals and geographical locations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/12313
5,31,13882,1813,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank031,numeric values and their contextual references in various documents,expressive statements of excitement and emotion,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/1813
5,32,13882,1100,recipient_higher,donor_higher,0.0,0.0,0.0,0.0,0.0,0.0,False,bundle_patch_critical12_plus_rank005_rank032,numeric values and their contextual references in various documents,references to changes in technology and its implications,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13882,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/1100
6,8,9407,5355,recipient_higher,recipient_higher,-0.015625,0.0,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank006_rank008,phrases related to self-reflection and personal growth,references to automotive manufacturing and production specifics,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/5355
6,10,9407,8754,recipient_higher,donor_higher,-0.015625,-0.015625,0.0,-0.03125,0.0,0.03125,False,bundle_patch_critical12_plus_rank006_rank010,phrases related to self-reflection and personal growth,"information about specific individuals, particularly athletes and their backgrounds",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/8754
6,11,9407,3850,recipient_higher,donor_higher,-0.015625,0.0,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank006_rank011,phrases related to self-reflection and personal growth,instances of textual analysis and commentary about people and groups in political or social contexts,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/3850
6,12,9407,13854,recipient_higher,donor_higher,-0.015625,0.0,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank006_rank012,phrases related to self-reflection and personal growth,phrases emphasizing caution and the need for careful interpretation in medical research,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/13854
6,13,9407,7965,recipient_higher,donor_higher,-0.015625,0.0,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank006_rank013,phrases related to self-reflection and personal growth,programming structures and function definitions,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/7965
6,15,9407,11414,recipient_higher,recipient_higher,-0.015625,-0.015625,0.0,-0.03125,0.0,0.03125,False,bundle_patch_critical12_plus_rank006_rank015,phrases related to self-reflection and personal growth,phrases that indicate opinions or assertions about the subject matter,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/11414
6,17,9407,12002,recipient_higher,donor_higher,-0.015625,-0.015625,0.0,-0.03125,-0.015625,0.015625,False,bundle_patch_critical12_plus_rank006_rank017,phrases related to self-reflection and personal growth,financial terms and values associated with stock performance,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/12002
6,18,9407,9001,recipient_higher,donor_higher,-0.015625,0.0,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank006_rank018,phrases related to self-reflection and personal growth,specific characters and their representations in names and titles,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9001
6,19,9407,9024,recipient_higher,donor_higher,-0.015625,-0.015625,0.0,-0.03125,-0.015625,0.015625,False,bundle_patch_critical12_plus_rank006_rank019,phrases related to self-reflection and personal growth,phrases that express desire or intention regarding collaboration and communication,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9024
6,21,9407,11545,recipient_higher,recipient_higher,-0.015625,0.0,0.0,-0.015625,-0.015625,0.0,False,bundle_patch_critical12_plus_rank006_rank021,phrases related to self-reflection and personal growth,references to credit reports and their related processes,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/11545
6,22,9407,9149,recipient_higher,recipient_higher,-0.015625,0.0,0.0,-0.015625,0.0,0.015625,False,bundle_patch_critical12_plus_rank006_rank022,phrases related to self-reflection and personal growth,key phrases related to established organizations and their foundations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9149
6,23,9407,7531,recipient_higher,donor_higher,-0.015625,-0.015625,0.0,-0.03125,-0.015625,0.015625,False,bundle_patch_critical12_plus_rank006_rank023,phrases related to self-reflection and personal growth,"sections of code, specifically highlighting variable declarations and control structures in programming",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/7531
6,26,9407,5990,recipient_higher,recipient_higher,-0.015625,-0.015625,0.0,-0.03125,-0.015625,0.015625,False,bundle_patch_critical12_plus_rank006_rank026,phrases related to self-reflection and personal growth,"references to migration or transitions, particularly in a technological or procedural context",https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/5990
6,29,9407,321,recipient_higher,donor_higher,-0.015625,-0.03125,0.0,-0.046875,-0.015625,0.03125,False,bundle_patch_critical12_plus_rank006_rank029,phrases related to self-reflection and personal growth,phrases and connections related to reasoning and justification,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/321
6,30,9407,12313,recipient_higher,donor_higher,-0.015625,-0.015625,0.0,-0.03125,0.0,0.03125,False,bundle_patch_critical12_plus_rank006_rank030,phrases related to self-reflection and personal growth,names of individuals and geographical locations,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/9407,https://www.neuronpedia.org/gemma-2-2b/20-gemmascope-mlp-16k/12313
